MeanR,StdR,MeanG,StdG,Kappa,Sample ID,Volume_Fraction
7.2881,0.69938,0.58493,0.23709,36.645,860,0.42195
9.8243,0.1655,6.4177,0.026775,7.6789e-09,861,0.28284
5.5246,0.011361,0.32735,0.1155,6.3177,862,0.35423
7.9875,2.3783,1.2355,0.53318,9.9969e-08,863,0.42794
11.727,0.96732,1.6298,0.45554,117040000.0,864,0.41652
11.12,1.7062,0.12522,0.0085481,0.32423,865,0.27194
18.781,0.77054,0.22289,0.055132,3.6135,866,0.31437
24.628,1.5021,0.19735,0.02387,0.55175,867,0.28812
4.3921,0.065451,7.5319,0.078163,1.5706,868,0.25601
4.5121,0.023565,0.32424,0.0028103,0.42324,869,0.34766
10.039,2.0915,0.161,0.020455,2.7454,870,0.3234
3.1175,0.016575,4.0567,0.87388,0.45765,871,0.31255
25.983,0.45055,0.12639,0.0081803,0.13641,872,0.19726
4.7903,0.48527,1.2351,0.78159,0.18142,873,0.40886
20.764,1.9844,0.2525,0.00085025,0.60593,874,0.34158
15.82,0.62755,0.35987,0.1453,1.9902,875,0.34058
6.7769,1.6616,0.65143,0.29662,49.979,876,0.45817
3.1569,0.011328,0.3544,0.093737,429150000.0,877,0.38653
17.75,1.2325,1.2875,0.32191,3.5366e-09,878,0.3956
9.6707,2.4602,1.6637,0.20144,0.15192,879,0.44184
7.4613,0.11559,0.52178,0.040059,2.4738,880,0.38292
15.484,2.4305,2.1459,0.22809,63297000.0,881,0.43835
4.4412,0.40265,3.4331,0.11013,0.0023552,882,0.37035
8.2101,0.048975,0.71354,0.34387,6691600000.0,883,0.39852
8.2616,1.0333,2.0999,0.83943,4.6403,884,0.4065
19.852,0.13653,0.61211,0.050166,1280.3,885,0.38953
5.3374,0.52718,4.8257,0.68124,2.4801,886,0.34342
3.958,0.29908,0.80631,0.38455,5.3132e-07,887,0.35655
8.6385,1.9237,1.382,0.096615,0.0014701,888,0.43809
3.4052,0.11181,1.6726,0.33119,5.7057,889,0.37149
4.6181,0.35988,0.74931,0.29063,3.8029e-07,890,0.40616
29.333,0.01345,0.12809,0.0025635,7.8272,891,0.24275
4.9657,0.071596,2.3563,1.1622,0.11453,892,0.36544
13.364,1.1631,0.15748,5.9065e-05,4.6839,893,0.29423
7.5787,1.4714,0.51403,0.17576,0.53833,894,0.42346
4.8478,0.40864,1.212,0.51203,5.3719,895,0.40717
4.1652,0.042158,4.8263,0.47852,42.05,896,0.35787
4.7741,0.42193,0.14117,0.0034918,0.0003284,897,0.28133
10.315,0.10785,0.11389,0.0037283,1.6381e-09,898,0.22906
5.2649,0.43958,0.78769,0.1961,20367.0,899,0.42849
3.1119,0.026843,7.4247,0.74009,7.2609e-08,900,0.24474
7.1566,1.8187,0.45811,0.10268,6.3895e-10,901,0.42874
9.8995,0.023445,0.1517,0.0070172,0.22862,902,0.25855
11.807,0.21387,7.3068,0.37424,0.64371,903,0.26754
22.522,0.87258,0.29726,0.093581,1.6578,904,0.31849
4.2378,0.038956,0.76533,0.2471,713290000.0,905,0.39917
8.8356,0.36589,8.022,0.3667,3.2928,906,0.26883
3.8965,0.14747,0.11251,0.003913,353180000.0,907,0.37711
13.735,1.7523,1.2413,0.48136,0.32813,908,0.41777
6.4022,0.75271,0.18202,0.032161,1.0744,909,0.31454
10.671,3.6826,0.42668,0.075346,3121.5,910,0.36209
3.249,0.055678,0.54698,0.047714,0.20287,911,0.3697
10.221,0.19262,5.7701,0.66254,0.65736,912,0.2927
9.2387,0.86365,0.14607,0.00035487,1.4585,913,0.28502
3.6726,0.068795,3.0464,0.72343,0.13112,914,0.34536
29.719,0.027427,0.1987,0.00098293,1.4192,915,0.26065
6.4573,0.3874,6.2129,0.07049,0.093314,916,0.30108
6.8536,1.0665,1.8465,0.77099,90.841,917,0.42992
11.792,1.6238,3.3535,0.19339,3.6527,918,0.39004
19.742,1.3809,0.56411,0.31219,73655000.0,919,0.41593
13.48,0.64685,0.14447,0.0026633,5.7677e-07,920,0.26684
4.8053,0.39405,0.13263,0.0033861,0.32356,921,0.27172
20.75,0.61501,0.21483,0.011803,3349800.0,922,0.39349
6.6643,0.68961,6.0461,0.19333,2.2253,923,0.31798
4.3131,0.10843,0.70484,0.38855,1.474e-09,924,0.3775
28.35,0.11887,0.30825,0.10312,10.781,925,0.3155
6.0268,0.079258,3.3979,1.3166,1.5267e-06,926,0.34154
16.408,1.1516,0.16698,0.014967,0.12312,927,0.28399
7.7013,0.54337,0.19192,0.016931,4.6219,928,0.32622
26.713,0.923,0.13344,0.0035847,0.68827,929,0.23021
7.4717,1.7199,3.727,0.67386,5.4004,930,0.39932
3.6685,0.047737,0.74267,0.058097,180.76,931,0.39359
9.7247,0.21832,2.4647,1.0306,1.4751e-06,932,0.36803
23.702,0.7778,0.35225,0.030982,0.47751,933,0.34587
3.3522,0.0098292,4.4277,0.27476,2.336,934,0.31023
3.5469,0.031252,2.0328,0.26918,3153300000.0,935,0.37713
5.4807,0.67626,1.7421,0.041656,0.16928,936,0.41299
3.6645,0.044802,0.88036,0.21936,0.66662,937,0.38367
14.068,1.9346,0.23292,0.014792,1.3175e-07,938,0.34847
10.454,0.63944,2.3451,0.22951,1.1671e-09,939,0.38356
11.432,0.82226,0.26208,0.0078445,2.5306,940,0.34752
6.2131,0.74818,6.6262,0.68348,1.1593e-10,941,0.30737
3.3304,0.039452,2.292,0.77694,42.717,942,0.3698
11.337,2.3262,1.2206,0.078659,0.0021501,943,0.43664
5.9626,0.86938,1.5226,0.88484,2428900.0,944,0.43544
3.1985,0.038423,3.1551,1.2776,1.0018e-08,945,0.3282
6.7866,0.45006,3.7332,0.91092,0.13494,946,0.35308
21.595,1.0685,0.46046,0.13597,1.3194e-08,947,0.36457
3.3992,0.0046893,0.17117,0.013145,434.59,948,0.37206
12.852,0.80171,0.99943,0.59123,38314.0,949,0.40882
6.9403,0.45815,4.9293,0.62501,0.12484,950,0.3284
8.4445,2.2503,0.16983,0.0028268,5700100000.0,951,0.40504
9.0689,3.2191,0.54261,0.15203,0.3334,952,0.44175
5.9958,0.035653,3.2264,1.2202,3.8907e-08,953,0.34608
6.5444,0.11866,5.6203,0.053113,0.12692,954,0.29991
15.319,2.0944,0.10126,0.00025797,1.6746e-10,955,0.23512
3.492,0.075699,4.937,0.067346,7.9686,956,0.31991
29.722,0.074366,0.15448,0.0052663,0.23034,957,0.21991
8.0601,2.142,2.9449,0.68586,0.47276,958,0.40792
23.576,0.92175,0.50438,0.23026,2.3286e-09,959,0.36233
4.0536,0.34556,5.2647,0.48322,2.1699e-09,960,0.29398
6.9035,1.7275,2.006,0.92604,356810000.0,961,0.365
11.129,1.2688,0.98412,0.19796,4110400.0,962,0.4376
5.5431,0.68775,5.8228,0.41886,0.49443,963,0.32524
11.435,0.81835,1.3855,0.72205,0.6824,964,0.39991
4.3751,0.080706,6.9079,0.093994,1.1517,965,0.26724
9.7456,2.5813,0.10297,0.00093806,17594000.0,966,0.36572
3.1001,0.011959,1.6463,0.85791,0.26415,967,0.35802
5.9412,1.0796,1.5778,0.69922,0.68084,968,0.42607
13.502,0.035387,1.7594,0.71363,0.23855,969,0.37331
7.1377,0.73123,0.36367,0.11273,0.00058628,970,0.37572
6.8319,0.78024,0.3722,0.0077714,23458000.0,971,0.43552
5.2025,0.54692,9.9095,0.021675,8.2864,972,0.28105
13.102,0.52104,2.4685,0.68806,0.91822,973,0.37082
5.2823,0.32668,7.4372,0.72705,1.4608,974,0.28012
8.7004,0.070887,0.60208,0.19628,2.6247e-09,975,0.38153
4.8529,0.14957,0.20321,0.043685,1.4968,976,0.28891
10.273,3.258,0.5377,0.021166,3.2298,977,0.37755
3.0597,0.014738,8.5238,0.024738,1521200000.0,978,0.32894
5.1484,0.023524,7.7558,0.14533,2.5914e-10,979,0.25706
10.893,0.38906,0.11555,0.0044313,3.4655e-10,980,0.237
3.1847,0.033142,0.68715,0.26266,7.2787,981,0.35703
5.0136,0.36839,2.4247,0.10832,1268900.0,982,0.41301
11.834,1.5457,3.2708,0.84321,0.0003235,983,0.37693
4.3151,0.011649,2.0908,0.64697,0.17977,984,0.37027
21.643,2.0482,1.0134,0.023896,2.6107,985,0.4241
5.973,0.22997,5.5532,0.0057548,0.58912,986,0.30866
27.117,0.21249,0.40201,0.15347,807410000.0,987,0.38942
4.5592,0.052748,4.6917,0.56673,0.53598,988,0.27525
18.477,0.22672,0.41902,0.16842,1.1739,989,0.34438
13.759,0.96888,0.25995,0.03602,0.058568,990,0.33854
3.4149,0.10705,4.5614,1.0769,3.5642e-09,991,0.30479
3.0683,0.00090965,6.4083,0.17963,2.0501,992,0.26557
5.6019,0.77884,1.1815,0.3844,4.7041,993,0.42437
12.883,3.4202,0.69224,0.23437,0.59962,994,0.4495
5.0868,0.56082,4.1257,0.81848,2.2488e-07,995,0.33152
9.7477,1.8961,0.27171,0.003562,0.00010436,996,0.3792
4.2443,0.069415,0.11328,0.0012455,2.3059,997,0.23409
4.5867,0.28987,0.40982,0.088279,1.5587,998,0.38142
28.488,0.16023,1.1141,0.072444,0.15297,999,0.37798
4.2749,0.35707,0.14982,0.013995,5.826e-06,1000,0.28639
4.7084,0.49648,1.189,0.78434,4.5416,1001,0.40782
10.134,2.9112,0.84136,0.40829,3.1611e-06,1002,0.43918
16.167,2.3999,0.24337,0.066996,0.11535,1003,0.34122
3.6053,0.17375,6.4769,0.28775,4.5122e-10,1004,0.27177
12.794,0.83003,0.50544,0.15426,17979000.0,1005,0.41883
12.248,0.17349,1.7415,0.23366,12586.0,1006,0.38973
18.363,0.62189,0.51771,0.1757,0.01238,1007,0.37059
22.849,1.127,0.20177,0.021526,0.89518,1008,0.2886
3.9541,0.12459,0.16765,0.005477,1.5752e-09,1009,0.2807
21.004,0.70993,1.2369,0.24938,507470.0,1010,0.39332
6.111,1.1354,0.21312,0.01575,1.0315,1011,0.35321
14.346,0.86186,1.1569,0.50782,0.12173,1012,0.39669
4.9243,0.17658,0.2097,0.032916,0.00037598,1013,0.30962
21.079,1.3394,2.9933,0.046498,284.65,1014,0.40511
10.876,1.8967,0.17751,0.021608,0.23142,1015,0.32491
17.407,1.0986,0.66189,0.091184,8.9517,1016,0.40592
9.6589,3.1078,0.329,0.032375,0.20185,1017,0.35748
3.3221,0.082244,0.11115,0.0020127,0.0011913,1018,0.20231
22.092,0.34645,0.69911,0.16928,1.9319,1019,0.3747
3.0013,3.0524e-05,0.64399,0.26532,4.3005,1020,0.36855
3.3208,0.09581,0.18913,0.002119,8.3091e-09,1021,0.28033
17.978,1.0386,0.30032,0.028922,0.0004505,1022,0.35207
3.3252,0.03108,0.43034,0.1073,0.59573,1023,0.35454
7.9108,2.0075,0.76188,0.15327,0.65503,1024,0.45525
4.4263,0.020122,4.3889,0.1796,9.4143,1025,0.34299
7.2224,0.41473,1.0168,0.54663,113470.0,1026,0.41118
3.2442,0.038852,1.7941,0.31162,2.0753,1027,0.36388
19.306,1.7489,0.11618,0.0014626,0.40522,1028,0.24095
19.384,0.89977,0.29744,0.028353,0.14155,1029,0.34607
3.2992,0.038754,9.4781,0.10272,1.3768e-09,1030,0.21756
18.646,0.90217,2.2104,0.48376,7.131e-06,1031,0.376
5.7807,0.091311,3.4904,1.2488,0.040468,1032,0.34348
9.4502,0.72222,2.3097,0.32151,6419.1,1033,0.41062
24.709,0.85994,1.9943,0.18318,0.44352,1034,0.38183
10.277,1.3055,0.12023,0.0025225,0.12849,1035,0.266
11.334,2.9789,0.57703,0.0010483,1.2147e-08,1036,0.43972
9.2254,3.2629,0.46254,0.17088,0.22727,1037,0.28758
14.836,2.5917,0.72415,0.3588,1.8966,1038,0.42582
24.058,1.3678,0.41759,0.18223,7556.3,1039,0.40854
20.786,1.3694,1.7884,0.33775,1.5937,1040,0.38907
4.3563,0.33799,1.0348,0.79751,1.8352e-06,1041,0.3896
3.756,0.042169,1.2685,1.0933,0.86705,1042,0.34814
5.7928,0.15545,0.26028,0.040031,6.6731e-07,1043,0.33082
6.2154,0.94186,0.12424,0.002606,1.5366,1044,0.28291
11.352,1.5515,0.51613,0.27688,1.4524,1045,0.39342
29.178,0.17844,0.18873,0.0080725,2579.1,1046,0.3892
13.653,2.6888,0.19767,0.015335,0.42178,1047,0.33786
3.9292,0.3091,6.9985,0.31322,80.871,1048,0.35703
4.5519,0.28391,2.0256,0.83156,1.9474,1049,0.38869
7.2561,0.20115,0.5397,0.11957,2.4878,1050,0.3838
17.247,1.854,2.2899,0.1909,16551000.0,1051,0.42321
7.8515,0.84886,3.8218,1.2294,7518.6,1052,0.4157
11.069,1.0847,0.96893,0.5568,0.50344,1053,0.40928
7.0282,1.5289,0.49575,0.19635,3.2552,1054,0.4106
9.4562,1.8999,0.2334,0.00021631,0.0029675,1055,0.36237
25.061,1.1513,0.80606,0.27999,6.4059e-07,1056,0.40177
27.22,0.12742,0.33822,0.11252,2.797,1057,0.29715
3.8637,0.17958,0.1319,0.0001214,2329900.0,1058,0.33831
17.986,2.3245,0.64839,0.16179,9.6665e-07,1059,0.42428
3.3422,0.06295,0.16089,0.022567,1.0631e-07,1060,0.25738
25.624,0.07932,0.1368,0.0095326,2.0709e-10,1061,0.22939
13.126,1.6349,0.72574,0.20944,0.0012546,1062,0.42253
7.7022,1.5362,4.3655,0.76874,5939.1,1063,0.43863
5.5609,0.82226,8.2959,0.38743,0.69456,1064,0.28572
11.761,2.967,0.28546,0.02662,3.0699,1065,0.38357
5.3913,0.48286,7.1204,0.11819,0.97509,1066,0.29189
10.791,2.8424,0.67247,0.39986,5428.4,1067,0.46122
8.0767,0.84222,1.2368,0.14211,1.2135,1068,0.41101
6.9212,0.47452,0.33514,0.10764,3.7102e-07,1069,0.35784
11.093,0.006616,0.19031,0.023882,4.8851e-08,1070,0.28442
22.116,2.2865,0.20668,0.032766,1.114,1071,0.31627
26.773,0.98492,0.26796,0.0025468,1.6367,1072,0.32708
5.6751,0.60288,0.71422,0.15785,1933800.0,1073,0.43723
5.5383,0.92588,2.5771,1.1368,1.5209e-10,1074,0.40391
4.9386,0.40299,1.0772,0.72441,34.369,1075,0.40449
9.2358,0.62249,6.4115,0.017076,762.92,1076,0.38975
25.357,0.70252,0.23989,0.05818,3.2563e-09,1077,0.27827
12.655,2.952,0.46264,0.2022,1.2191e-10,1078,0.40867
3.9696,0.17044,4.6921,0.96921,2.5557e-07,1079,0.3157
9.4317,1.1822,0.17824,0.024511,4.3263e-10,1080,0.31264
4.0277,0.20797,0.13029,0.00093013,0.12442,1081,0.26149
19.474,0.20008,0.5512,0.23559,8.8059,1082,0.38277
4.2355,0.027404,0.86244,0.335,19.928,1083,0.38707
7.0761,0.76909,0.16562,0.0033566,1.5951e-05,1084,0.30669
13.239,1.6591,1.3065,0.024503,5.1256e-06,1085,0.41421
5.1578,0.15184,2.3011,0.91642,3.1561e-10,1086,0.3728
9.8171,0.92703,6.7087,0.10078,0.71257,1087,0.30024
5.9497,0.37994,3.3304,0.68674,0.38192,1088,0.36296
9.4353,1.2281,1.96,0.83311,0.91719,1089,0.40669
19.035,0.25321,0.22437,0.016297,1.5466,1090,0.30068
4.5141,0.029283,0.82224,0.44409,6.6033e-10,1091,0.37853
9.4359,1.9121,0.7744,0.15961,0.0001581,1092,0.44552
19.486,0.11642,1.9571,0.052519,4.1882,1093,0.36818
7.947,2.0106,0.12358,0.0038811,0.30608,1094,0.28976
13.333,0.33879,1.9564,0.41058,0.14451,1095,0.37754
3.9755,0.12741,0.73071,0.23152,4.2039e-10,1096,0.35724
16.675,1.7834,1.4515,0.16795,5.3583,1097,0.40236
23.153,0.076985,0.2222,0.0077606,2923.4,1098,0.3816
3.388,0.069495,7.4743,0.36417,799420000.0,1099,0.3497
12.597,0.14012,1.3478,0.54258,0.12745,1100,0.38255
7.3924,0.21521,5.4608,0.22712,0.55985,1101,0.30597
3.4733,0.13793,0.27661,0.012959,3.0748e-09,1102,0.32426
7.5686,1.2278,0.68252,0.0088448,3.2582,1103,0.43626
24.849,0.013885,0.95315,0.2766,0.5221,1104,0.37851
20.884,2.5748,0.56237,0.073154,1.0421,1105,0.4114
5.5682,0.77826,7.7948,0.49354,1.2237e-05,1106,0.29205
5.8103,0.50176,0.2885,0.066519,0.57078,1107,0.35504
7.9307,1.003,7.4051,0.25266,1.3333,1108,0.29611
3.0056,0.0012988,4.141,0.033359,1.1967e-08,1109,0.31256
6.9085,0.59689,9.4824,0.10352,1612700000.0,1110,0.39651
5.8127,1.2152,2.3067,0.19459,6798900000.0,1111,0.45443
3.2979,0.00030997,0.28555,0.075602,0.95599,1112,0.30623
3.0448,0.0044517,2.7082,0.81318,6.7297,1113,0.35224
5.5614,0.60977,2.6031,1.1012,3222700.0,1114,0.42341
16.869,2.1607,0.22273,0.041303,0.70971,1115,0.33601
3.5807,0.015357,0.23222,0.033792,1793100000.0,1116,0.35611
7.5948,1.705,1.4281,0.48864,1089800.0,1117,0.45603
3.9495,0.18033,1.4202,0.77535,1.5399,1118,0.35631
6.1577,1.398,1.7386,0.49786,0.10228,1119,0.43328
14.411,0.74547,0.65777,0.077067,0.00095779,1120,0.39524
3.9689,0.2473,0.485,0.11891,6.4938e-09,1121,0.39011
5.0428,0.41659,3.8762,1.3083,0.12662,1122,0.35113
10.62,2.8675,0.28374,0.031227,9.8239,1123,0.38692
21.947,1.9195,0.13952,0.0035655,4.8015e-08,1124,0.24817
3.9861,0.33068,4.4198,1.0431,10.365,1125,0.36698
4.6817,0.36269,0.11304,0.0033619,6.5224,1126,0.27249
5.0039,0.72371,2.0562,1.2633,0.10432,1127,0.40539
3.5638,0.075001,7.9917,0.60532,2.0914e-07,1128,0.24062
6.6425,0.84491,0.66148,0.39478,0.13907,1129,0.40321
6.5931,0.89677,0.81917,0.1537,0.55096,1130,0.43333
18.526,1.7142,0.12737,0.0037133,2847100000.0,1131,0.40204
5.6703,0.47143,0.83566,0.3642,2.3601,1132,0.40819
5.0977,0.31596,7.4199,0.71206,1.6003,1133,0.28014
8.1047,0.96363,1.6955,0.40097,5.7465,1134,0.41505
13.576,0.22741,0.56365,0.071078,0.029939,1135,0.37859
3.9222,0.10366,0.88729,0.51117,6.9079e-10,1136,0.36889
18.203,2.9396,0.23434,0.050072,0.80555,1137,0.33403
20.969,0.38999,0.22467,0.0414,2.2743e-07,1138,0.30164
3.9698,0.028462,1.8767,0.40096,1.1211e-06,1139,0.34776
3.9739,0.3494,6.5487,0.0093436,2.2246,1140,0.29387
3.6846,0.17936,0.23318,0.019372,4.7593,1141,0.33071
4.5579,0.41126,2.8055,1.0305,0.91858,1142,0.38108
9.8024,3.477,0.55292,0.020733,1.0124e-10,1143,0.39663
10.572,0.15588,5.1284,0.94355,1.9896,1144,0.30856
3.6574,0.15734,5.2308,0.97866,0.018411,1145,0.28048
7.6268,0.29576,0.97877,0.35368,7.5984,1146,0.39439
12.698,1.652,0.32564,0.082319,0.28537,1147,0.36762
25.262,0.31634,0.69622,0.020348,887960000.0,1148,0.40555
4.8286,0.09986,2.4293,0.13063,2.1366e-06,1149,0.37147
6.3694,0.29795,0.21781,0.029483,2.9887e-08,1150,0.31837
3.6726,0.23773,3.4417,1.2643,0.00077057,1151,0.3392
3.8799,0.12998,0.77356,0.057469,6.7096e-06,1152,0.39578
3.8268,0.22919,0.60053,0.22537,1.8885e-07,1153,0.36611
9.8182,2.0637,0.20655,0.011514,4.1785,1154,0.36407
10.016,0.84854,0.58615,0.229,59450.0,1155,0.42799
11.492,0.87209,9.3128,0.034795,7.214e-08,1156,0.25026
10.645,1.7082,0.14519,0.017669,20.435,1157,0.36237
3.0888,0.022534,4.1391,0.64366,1.0009e-08,1158,0.28014
14.248,1.475,0.48457,0.094281,0.25565,1159,0.39847
20.334,2.6471,0.72773,0.14972,0.53969,1160,0.42799
19.121,1.8321,0.28087,0.019285,6.696,1161,0.37664
6.4765,0.63139,0.12249,0.0067027,0.81385,1162,0.26566
5.2099,0.21688,0.24411,0.039246,122.67,1163,0.4028
8.4803,0.18906,3.8344,0.26284,19793000.0,1164,0.38672
3.0174,0.0054599,3.8483,0.97241,2578.4,1165,0.36735
3.5781,0.20593,0.90396,0.44122,9.615e-08,1166,0.3874
21.537,1.5945,1.6542,0.2898,8.7228,1167,0.40413
5.8373,0.19242,1.8966,0.57977,0.28763,1168,0.38198
4.0342,0.094234,0.1572,0.02018,5.9944e-06,1169,0.26914
10.905,2.1681,0.13327,0.0014076,0.15528,1170,0.29351
15.568,1.7527,0.32743,0.11206,9609500000.0,1171,0.43347
3.5675,0.20109,9.9636,0.0055751,0.1356,1172,0.19354
4.6499,0.26956,0.50146,0.25669,649760000.0,1173,0.41722
3.2555,0.070179,0.15566,0.01579,950330000.0,1174,0.37134
23.334,1.4025,0.14677,0.0009172,7.5989e-07,1175,0.25089
3.1265,0.035465,0.21655,0.0075378,1.0036,1176,0.29093
15.959,1.5599,0.14892,0.0064211,1.1913,1177,0.27947
5.0223,0.55423,0.20011,0.030452,2.5803e-09,1178,0.32496
6.8983,0.18513,1.0636,0.76755,0.01414,1179,0.38104
24.045,0.69166,1.0936,0.0067443,0.17614,1180,0.38048
17.616,0.7586,0.15485,0.004578,1.6712,1181,0.26457
21.731,1.1086,0.35103,0.13919,9.7261,1182,0.35667
7.0163,0.7261,7.0317,0.7916,4.953,1183,0.30978
19.037,0.080488,6.4935,0.059685,1.1112,1184,0.28058
9.3827,2.5842,0.41556,0.12387,0.074404,1185,0.41505
5.47,0.80253,7.0223,0.63944,5.396e-05,1186,0.30631
11.015,0.099767,4.4344,1.0246,427720.0,1187,0.38042
3.4731,0.079637,0.58446,0.33871,1.4387e-10,1188,0.34978
16.872,2.6063,0.96158,0.38831,22883000.0,1189,0.44231
13.94,0.063037,4.6103,0.2301,4.5917,1190,0.32579
15.262,3.4864,0.28384,0.0068466,3.6661e-08,1191,0.38461
5.7457,0.087025,4.8623,1.1348,0.45509,1192,0.31201
17.547,0.34319,1.2546,0.50285,2.1437,1193,0.38345
4.7931,0.59533,5.1105,0.25155,23064.0,1194,0.41906
5.982,0.91003,3.7805,0.44606,0.00058716,1195,0.37639
7.3193,0.71516,4.7136,0.63928,14943.0,1196,0.41103
10.126,0.050851,6.8226,0.26278,7.055,1197,0.28236
12.875,1.9375,0.14029,0.0066487,3.1279,1198,0.30235
7.4135,0.68668,0.19088,0.026112,2.8895e-10,1199,0.31513
6.6926,0.78602,1.9324,0.32852,3.2055e-10,1200,0.40773
26.22,0.79709,0.16125,0.01799,0.6618,1201,0.24252
3.3913,0.019383,0.11434,0.0042076,7274200.0,1202,0.32595
14.852,1.9079,0.26958,0.032798,17756000.0,1203,0.43632
9.1084,0.85471,2.7149,0.79678,19.578,1204,0.39711
9.3396,1.2712,0.6031,0.29064,0.70005,1205,0.41149
10.302,1.0071,8.2645,0.046839,8.4059e-10,1206,0.27278
4.5851,0.38726,1.6439,0.94977,0.017888,1207,0.39921
4.4476,0.38828,0.29081,0.059286,2.0148e-10,1208,0.35893
17.384,0.78708,4.188,0.1499,6044200000.0,1209,0.39911
26.762,0.18146,0.59782,0.22051,5660.9,1210,0.38902
6.2486,1.3367,0.39084,0.14932,5.4596,1211,0.41465
9.0435,0.39753,0.28767,0.021974,0.011146,1212,0.34801
4.4517,0.15762,0.16887,0.0083015,0.0012765,1213,0.28737
4.269,0.37587,0.35629,0.053335,1.341,1214,0.38047
3.299,0.075075,0.20095,0.037437,1.0541,1215,0.24498
5.2932,0.87848,8.3871,0.45555,711790000.0,1216,0.42045
7.354,1.0657,2.3361,0.33672,0.0015636,1217,0.40647
4.9179,0.62061,0.25168,0.061889,0.57695,1218,0.34924
4.3696,0.40857,3.2077,1.2735,8221.1,1219,0.41459
6.5184,0.22536,0.37369,0.032465,0.38934,1220,0.36718
10.909,3.2061,1.6114,0.12971,3.8871e-09,1221,0.44177
6.6511,1.0955,1.8509,0.19312,0.0005281,1222,0.42018
8.8102,0.87303,0.48121,0.16077,0.00010928,1223,0.39453
3.62,0.03213,5.1636,1.1808,30187000.0,1224,0.37116
5.8705,0.33446,0.13798,0.0033675,8.934,1225,0.30176
13.266,1.1682,0.73607,0.24466,426290000.0,1226,0.42233
18.248,1.4984,0.25028,0.0014638,0.00051473,1227,0.33633
4.1924,0.014451,2.0832,0.5856,1778100000.0,1228,0.38105
3.0925,0.015098,2.6694,0.22262,0.86043,1229,0.32354
5.3953,0.6094,0.43426,0.12684,5.7399,1230,0.40656
12.389,2.257,0.2875,0.087841,0.2294,1231,0.37563
6.4042,0.55292,0.9621,0.66542,1.0873e-06,1232,0.39995
7.0401,0.51197,0.28557,0.0097643,0.37122,1233,0.35558
3.8242,0.083194,1.1067,0.88794,8.6804,1234,0.37048
10.922,0.32706,0.73996,0.14683,2.2923e-05,1235,0.39506
9.3594,2.1488,0.25352,0.064266,6.2157,1236,0.38525
11.694,2.2189,0.36476,0.064346,2.0097,1237,0.40558
5.0719,0.28053,4.8627,0.7834,0.1677,1238,0.32683
11.893,1.6679,2.1563,0.1766,5.2872e-10,1239,0.40735
12.91,3.0889,0.74306,0.1925,486.68,1240,0.47085
9.1618,1.4663,5.0634,0.79929,0.54644,1241,0.349
20.474,0.60643,0.26466,0.038179,1057.7,1242,0.40788
3.8104,0.05266,0.44687,0.10572,9.9304,1243,0.38369
4.6606,0.12576,8.5655,0.19739,8.382,1244,0.27592
4.3509,0.011489,3.0625,0.33156,7.5481,1245,0.35238
24.473,0.56798,0.80482,0.07994,1.5127,1246,0.38256
8.0149,0.95333,0.91201,0.47693,1.5371e-06,1247,0.41376
14.069,0.72751,0.57731,0.2177,2.7319e-05,1248,0.387
13.362,1.3819,0.57225,0.15455,1078900000.0,1249,0.43124
5.5093,0.8477,0.30652,0.083692,7.2599,1250,0.40016
10.742,2.6163,0.4347,0.009505,6.8272,1251,0.44581
7.5876,1.0396,0.30212,0.0053945,2.4843e-08,1252,0.37758
10.389,2.234,0.10161,0.00013352,0.013023,1253,0.25801
8.0114,1.8484,1.1445,0.43699,8.3749e-07,1254,0.44619
4.6549,0.53015,0.16517,0.0050499,0.00050809,1255,0.30672
8.4991,1.79,1.3738,0.3711,0.027087,1256,0.43653
6.8202,1.5088,0.72513,0.39512,0.15241,1257,0.43212
23.367,0.30337,0.13019,0.0020302,0.084712,1258,0.22014
15.002,1.7463,1.8141,0.45477,165150000.0,1259,0.42956
28.133,0.5596,0.14734,0.010986,2.0771,1260,0.23586
27.615,0.59934,0.59975,0.026725,4.1255,1261,0.37819
8.9209,0.79882,0.21747,0.035539,5.9157,1262,0.35021
3.9331,0.13087,4.5868,1.0529,0.00014024,1263,0.3141
4.6955,0.38294,5.211,0.35381,5.7709,1264,0.34171
3.5764,0.065855,5.8293,0.26651,7.641,1265,0.30243
7.2686,1.2252,0.29454,0.085405,0.61628,1266,0.3699
3.412,0.030243,0.92526,0.1795,0.002781,1267,0.38353
4.4072,0.1018,7.8791,0.33137,11830.0,1268,0.36716
4.3332,0.40722,0.42981,0.036968,32722000.0,1269,0.43142
4.0773,0.38709,0.24337,0.0090451,2.6452e-06,1270,0.34763
14.046,0.79209,0.18174,0.023699,1500800000.0,1271,0.40368
5.8296,1.1347,2.7075,1.2345,0.013722,1272,0.40449
3.0423,0.0014036,0.87105,0.24227,73.166,1273,0.38104
11.488,1.9284,1.9423,0.05952,0.31826,1274,0.4234
9.5717,1.0972,2.9759,0.99448,8.3589e-07,1275,0.38148
3.7134,0.13951,3.2686,1.0797,0.47548,1276,0.33984
3.6203,0.20678,4.4,0.70496,1.4575e-07,1277,0.31799
10.898,0.28486,3.1549,0.30959,104680000.0,1278,0.38888
5.3005,0.45674,0.19003,0.0014278,1.6596e-05,1279,0.31723
5.5348,0.1674,0.28517,0.016748,5.9947e-09,1280,0.34367
