MeanR,StdR,MeanG,StdG,Kappa,Sample ID,Volume_Fraction
4.0818,0.178,4.6716,0.44763,0.98657,427,0.32044
4.4509,0.49581,0.72149,0.061789,189.71,428,0.43485
6.2398,0.95871,2.7813,0.47374,0.52062,429,0.39739
7.1375,1.6261,1.8453,0.74125,874190.0,430,0.45043
20.394,0.50238,0.42126,0.17016,0.45443,431,0.35121
23.646,0.43778,1.0886,0.10036,1.5188e-05,432,0.38059
5.9711,0.93413,5.0684,0.37059,1233.8,433,0.42196
14.528,3.6649,0.91576,0.22915,3.2184,434,0.45339
8.4386,0.30876,7.6834,0.35345,3.5192,435,0.27476
3.579,0.15852,1.0802,0.47994,0.54982,436,0.38482
18.359,0.66602,4.3715,0.2444,3.2399,437,0.32892
3.5869,0.11604,0.14991,0.0064932,4.4182,438,0.2703
9.8162,0.53593,0.23752,0.026192,1.1666e-08,439,0.32746
21.572,0.25484,3.0492,0.011284,6.38e-06,440,0.34056
3.715,0.12943,0.82575,0.056408,1.3091e-05,441,0.39425
11.691,0.78372,0.10064,0.00013822,7.0883e-06,442,0.23115
9.0571,2.8075,0.35398,0.091682,49617.0,443,0.39833
3.1705,0.035087,6.6845,0.50464,4.2483,444,0.26975
5.69,0.24,0.32797,0.063605,0.14742,445,0.35652
4.4252,0.39539,0.13006,0.0041799,411680.0,446,0.40499
5.8904,0.28959,0.16746,0.020629,1.4883,447,0.28995
5.5184,0.097907,4.0376,0.029715,0.00063914,448,0.3346
3.8442,0.13372,0.30945,0.0051958,0.20587,449,0.3455
5.6248,0.1403,1.1994,0.38757,5.2164,450,0.38784
3.1116,0.014245,6.2739,0.17584,907020.0,451,0.36112
4.8244,0.16651,0.30326,0.054166,6.1026,452,0.36591
13.537,1.689,0.9877,0.1746,27451000.0,453,0.44201
6.5818,0.90135,0.37082,0.11259,1.4288,454,0.38861
4.8069,0.18173,9.0235,0.20762,30490000.0,455,0.38022
4.2039,0.45641,2.1587,0.16921,0.23957,456,0.40156
3.2422,0.080732,0.10111,0.00018253,75897.0,457,0.35388
5.339,0.56363,2.2261,0.49718,2.6131,458,0.39886
6.891,1.1483,6.5442,0.12433,9340700.0,459,0.4265
8.3199,0.71614,4.2074,1.005,8.699,460,0.36781
10.798,0.91507,1.933,0.73519,8.3745,461,0.40015
4.5839,0.42559,3.1748,0.59039,0.00012589,462,0.3764
7.1335,1.2627,0.37799,0.086984,0.18653,463,0.40274
27.839,0.51548,0.352,0.061461,222760.0,464,0.39321
7.853,1.3082,0.16157,0.021722,1.0892,465,0.31335
6.1045,0.737,0.90384,0.39515,2.0313,466,0.4207
8.919,2.6055,0.39532,0.17636,0.87643,467,0.38449
6.9643,0.71458,0.88589,0.40385,0.32416,468,0.41327
21.916,1.4196,3.3973,0.0081082,2031200000.0,469,0.40862
9.1946,2.1979,0.1579,0.019478,1.1195,470,0.31328
3.1672,0.048801,0.57439,0.20952,0.43198,471,0.33963
3.0356,0.0021465,0.11868,0.0012141,322950000.0,472,0.3543
4.5544,0.5266,2.2605,0.010216,674220.0,473,0.42829
28.333,0.44007,0.11644,0.003762,0.23445,474,0.19741
14.169,1.302,0.45328,0.0014602,7.1856e-07,475,0.39491
27.021,0.80176,0.75203,0.059641,0.13184,476,0.40124
9.0555,1.3638,0.37004,0.04089,1.8114e-10,477,0.39807
20.841,0.42687,0.71742,0.17354,1.7353,478,0.39631
12.416,2.6537,0.18714,0.016134,0.31915,479,0.33439
3.4085,0.040893,4.9664,0.66637,8.2584e-08,480,0.29747
11.849,0.9702,0.10031,6.302e-05,23152.0,481,0.38904
13.438,1.859,0.51437,0.15554,8.644,482,0.42678
6.3446,0.13963,1.795,0.3582,2.0295e-08,483,0.38068
4.4228,0.42819,6.3563,0.65019,0.00087752,484,0.30744
3.4218,0.025156,4.0812,0.079296,9562600.0,485,0.36476
27.412,0.57583,0.1806,0.00046958,0.53336,486,0.29086
7.4508,1.228,4.9738,0.1839,2.2116e-10,487,0.35406
8.5776,2.6275,0.35416,0.082069,1.9914,488,0.38323
18.867,0.45563,5.0547,0.22172,0.41485,489,0.30784
3.0634,0.0060945,0.169,0.021892,1.0269,490,0.25901
8.1096,1.6319,2.296,0.52852,109.16,491,0.44267
13.93,0.9337,3.0831,0.096941,0.9569,492,0.36815
16.112,1.336,0.1224,0.0012899,1.4724e-07,493,0.24375
6.9339,1.2124,0.86153,0.12859,0.00031773,494,0.44667
14.611,2.0353,0.1959,0.026456,114760000.0,495,0.43306
13.167,0.12056,0.46676,0.08407,3261700.0,496,0.40034
8.2425,0.64443,5.234,1.1314,5.9237,497,0.33648
23.85,0.55731,0.11431,0.0013802,232.83,498,0.37772
28.475,0.046216,0.34727,0.094543,2.9126e-09,499,0.33706
5.6841,0.28139,5.7956,0.87751,872690.0,500,0.39147
3.7276,0.26124,0.2224,0.036862,5.9672e-06,501,0.27558
22.336,0.56629,0.5224,0.057591,1.8672e-10,502,0.36977
15.011,1.3682,1.6783,0.29201,0.2609,503,0.4033
5.8652,0.78837,1.8817,1.1857,1.0085,504,0.40664
8.3916,0.70064,3.2181,1.2898,1422.5,505,0.40752
10.27,1.5233,3.0932,0.31767,0.0015756,506,0.39085
3.7637,0.10212,0.24059,0.0054742,2.4998e-05,507,0.31604
12.885,1.6496,0.60006,0.069106,2.2789e-09,508,0.42174
4.2618,0.14587,3.4444,0.22294,0.32136,509,0.35404
17.57,1.4352,1.4441,0.020205,0.32066,510,0.40338
4.7891,0.20161,4.5765,0.27016,9.2279,511,0.35276
4.5678,0.35722,4.4404,0.53389,0.27849,512,0.33786
16.548,0.53972,0.5383,0.058172,8.4097,513,0.39161
6.0582,1.091,0.51993,0.16797,0.00028594,514,0.42057
4.5616,0.28436,2.6258,1.1145,5571.0,515,0.40571
9.3663,1.9377,0.55059,0.082824,1771700000.0,516,0.46103
9.7104,1.1188,1.3842,0.3915,0.70918,517,0.4133
8.8004,1.7215,2.829,0.23828,3.3016e-05,518,0.40554
10.964,0.064026,4.6522,0.6217,0.37386,519,0.31383
4.835,0.70565,0.85485,0.3836,0.0026305,520,0.42507
3.1442,0.01053,6.0215,0.44934,0.68741,521,0.27292
16.137,2.2986,0.11369,0.0014505,113560000.0,522,0.41396
22.053,2.2283,1.8137,0.21022,0.16095,523,0.39523
4.0447,0.34824,2.2998,0.45642,0.0026189,524,0.39258
3.1586,0.016284,1.5997,0.37861,2.8338e-10,525,0.3668
9.5381,2.9056,0.67774,0.37534,1.7862,526,0.42245
21.547,1.9565,0.4124,0.16467,182650.0,527,0.41706
10.468,1.6211,1.9883,0.39953,0.16195,528,0.41542
6.8604,1.355,0.34233,0.032972,177.8,529,0.45441
7.0155,0.39619,0.37376,0.067903,6.8769,530,0.38824
7.6341,0.86624,0.20958,0.017791,4796600000.0,531,0.42822
20.652,0.72711,0.16349,0.0026549,14684.0,532,0.38517
4.1117,0.0023918,2.1847,0.3198,4.0868e-09,533,0.36816
6.8652,1.4284,0.77132,0.38812,0.00014303,534,0.43522
3.842,0.21798,4.6114,1.0063,0.097234,535,0.31571
23.669,1.026,1.4776,0.074559,0.67131,536,0.38051
12.712,0.7646,8.2712,0.28482,4.2201e-08,537,0.26317
9.6604,1.1102,0.14406,0.0098672,683150.0,538,0.41763
17.2,0.46666,1.9906,0.40639,493560.0,539,0.39296
3.6039,0.0062937,0.77179,0.19604,8.6883,540,0.37914
19.249,1.4717,1.3215,0.1319,3.7897,541,0.39127
3.814,0.042718,2.9484,0.53787,4.8566e-07,542,0.34968
7.9009,0.73747,7.8593,0.4786,1.0246,543,0.27876
27.46,0.10285,0.11924,0.0015159,0.15018,544,0.2021
5.5408,0.19593,2.506,0.14452,0.43386,545,0.3753
9.8738,0.36812,0.17839,0.020081,2.5755,546,0.29259
3.9943,0.041361,3.4325,0.52481,0.83083,547,0.33529
18.474,0.008309,0.37933,0.071057,4.4896,548,0.35609
15.238,2.4948,0.50891,0.22733,3.075,549,0.41354
3.0278,0.0077986,0.78164,0.40366,1.0894e-05,550,0.36553
27.815,0.083537,0.13322,0.0099308,0.18998,551,0.21016
12.224,1.9751,0.4788,0.14144,3.3449,552,0.41682
9.5682,3.2131,0.31451,0.0046269,1.6047,553,0.3515
4.7978,0.30875,0.37227,0.068923,0.9145,554,0.37379
5.1471,0.52061,0.23444,0.039879,1.3571e-09,555,0.34044
7.4473,0.93417,0.10578,0.0017782,131.01,556,0.39087
6.0319,0.55455,0.32933,0.028736,1.2939,557,0.37481
11.562,1.7831,0.44992,0.12153,1180.6,558,0.44687
13.477,0.93539,0.3837,0.071921,9.0729,559,0.39008
3.5029,0.13275,9.7526,0.022814,3.1185,560,0.22104
6.2408,0.79113,4.0013,0.35222,3927300000.0,561,0.42367
18.023,3.07,1.3722,0.23026,6356.1,562,0.44311
8.9485,2.0529,1.6681,0.09149,0.2405,563,0.43398
25.323,0.089306,1.1358,0.18429,0.65937,564,0.37017
4.8451,0.50809,1.8352,0.5181,5.1685,565,0.40831
3.2533,0.067882,1.8172,0.97892,7.2867,566,0.35487
24.749,1.1072,0.9223,0.15001,1077100000.0,567,0.40827
9.4009,2.0791,0.5531,0.092998,190520000.0,568,0.4635
15.811,2.4699,0.3893,0.037722,0.069901,569,0.40004
7.389,1.6649,0.64736,0.21688,0.94517,570,0.44103
9.5104,0.99163,0.2855,0.034025,3.469,571,0.37276
7.5853,0.49979,0.73933,0.21549,10557000.0,572,0.42174
27.68,0.55275,0.53693,0.13539,4.237,573,0.36858
24.316,0.58885,0.1156,0.0014391,6.1479,574,0.22763
15.042,2.4897,1.8794,0.22549,1.206,575,0.42024
5.792,1.1092,7.2138,0.13692,5.5807e-07,576,0.31223
14.872,0.66422,7.394,0.17818,5777.6,577,0.38051
3.418,0.033625,1.0513,0.42077,20712000.0,578,0.38792
5.0191,0.78813,0.22009,0.01962,0.17482,579,0.34967
5.6584,0.31721,3.5026,0.090508,4.5608,580,0.36534
11.757,1.7639,0.40335,0.15037,2.0879,581,0.39166
5.2071,0.081102,0.11335,0.0045661,0.0092697,582,0.2325
6.515,1.3712,0.38744,0.15875,1596200000.0,583,0.4599
3.5452,0.10825,1.2136,0.31624,0.18995,584,0.38114
6.8032,1.6283,0.88115,0.066883,0.12291,585,0.46061
4.617,0.62323,0.63657,0.10712,0.3431,586,0.42333
3.3402,0.006266,0.58788,0.14518,0.25612,587,0.3707
6.9987,1.0746,2.9769,0.26318,2031.7,588,0.42965
23.049,0.18035,1.3325,0.31161,8.6492,589,0.38438
5.5369,0.1083,1.3223,0.82672,0.19399,590,0.38193
11.686,1.1444,2.2538,0.7142,2.3774e-10,591,0.39087
16.047,0.86619,0.4298,0.083252,0.0010067,592,0.38329
8.8058,0.32355,2.2651,0.6035,211.15,593,0.39137
7.0605,0.38559,1.2616,0.36639,0.0088412,594,0.39814
7.3473,1.3408,4.3566,0.19762,0.10707,595,0.37107
9.3416,1.2698,0.57381,0.19705,1.3757e-08,596,0.41653
3.285,0.039728,0.2727,0.021263,0.28541,597,0.319
3.7799,0.18458,0.40099,0.0012833,294000.0,598,0.41224
7.9763,2.3143,0.42717,0.095684,7616.5,599,0.46575
7.5957,1.2631,1.2115,0.58042,2.8979e-05,600,0.428
3.0336,0.0046653,0.88426,0.091958,1.8173e-08,601,0.37053
4.7897,0.33137,0.96991,0.044462,3.1658,602,0.4247
21.16,1.1975,0.38812,0.11494,5.8269,603,0.3834
8.0285,0.71604,0.1887,0.036277,0.24575,604,0.3065
29.241,0.2091,0.1436,0.0085067,372.72,605,0.36047
18.504,2.9289,0.30157,0.08838,0.30915,606,0.3591
4.9592,0.63774,0.3374,0.054731,0.20972,607,0.38331
9.4027,2.3728,0.13811,0.012339,1.2194,608,0.30354
7.7332,1.9975,0.67904,0.22671,3.7219,609,0.45116
11.881,1.6849,0.63161,0.17294,23310000.0,610,0.44951
6.8025,0.12358,0.11826,0.0044903,0.37707,611,0.23731
3.9407,0.13742,1.7419,0.064098,0.11163,612,0.35834
5.6581,0.66145,7.2966,0.6813,0.058487,613,0.29446
7.7584,1.9015,0.55818,0.28913,0.01861,614,0.40937
23.448,1.1496,0.73695,0.26438,1.2203,615,0.38362
4.4977,0.32657,0.25905,0.040008,0.15434,616,0.345
8.5024,2.0846,2.4412,0.5758,1.3819,617,0.42193
23.858,0.080947,0.16998,0.022576,3.5098,618,0.25928
6.1824,1.3617,5.759,0.4348,7.1072e-10,619,0.34133
11.916,2.0741,2.3343,0.67117,4.2146,620,0.41467
5.1978,0.16972,1.8322,0.21945,3.7428,621,0.38532
5.5404,0.12851,6.8022,0.59097,0.17866,622,0.27854
12.422,0.78849,6.1762,0.56951,0.57023,623,0.29653
18.163,1.9086,1.3971,0.13477,159520.0,624,0.43114
3.4302,0.0059066,1.1199,0.15942,3.9083,625,0.37698
5.5053,1.0025,0.24643,0.056145,549.94,626,0.44752
3.6711,0.010812,0.14769,0.014518,0.01454,627,0.249
11.844,1.3573,0.48157,0.060095,43556.0,628,0.44122
4.7007,0.26276,0.30259,0.096863,7911200.0,629,0.41377
14.97,2.4235,0.2129,0.039539,0.88416,630,0.3322
14.247,2.2368,1.2224,0.16627,2374.9,631,0.44191
3.9306,0.31043,3.4813,0.70388,5186.3,632,0.40884
5.8252,1.0847,2.5976,0.585,3.7973e-09,633,0.40927
11.562,2.3012,0.12367,0.0039132,0.051711,634,0.28248
10.748,1.3121,1.1481,0.57405,2.4393e-05,635,0.41593
4.7585,0.13857,1.2264,0.79271,876.71,636,0.39501
3.1258,0.00096398,0.12985,0.0025417,1.9381e-07,637,0.22855
22.489,1.1219,0.32701,0.01517,0.10773,638,0.34661
3.1218,0.0072395,8.1884,0.31082,0.27103,639,0.23384
14.544,0.12541,0.15164,0.0079781,7.0987e-10,640,0.25697
3.4784,0.04651,3.9162,0.12777,0.61638,641,0.32414
6.0747,1.1059,3.8257,0.65365,3.4121,642,0.38555
6.9031,1.1364,0.22001,0.021532,4.2534,643,0.36515
6.6475,1.1995,5.5042,0.71967,1.4861e-10,644,0.34025
11.626,0.27189,5.3928,0.29519,1.3124,645,0.30443
18.214,0.82697,1.3646,0.26166,0.38577,646,0.38546
11.537,0.97498,3.1521,0.1221,8.6583,647,0.38756
5.4098,1.0216,1.4941,0.85678,52933.0,648,0.44615
12.415,2.1816,2.2937,0.32446,2840800000.0,649,0.44001
7.2074,0.96975,4.7415,0.64511,7.0489,650,0.36835
3.9486,0.33831,0.11109,0.00033271,2.7004e-08,651,0.25073
7.9185,1.6981,0.10245,0.00049598,1.2702,652,0.26285
3.0314,0.0029908,0.75695,0.28119,0.41654,653,0.37172
9.2546,1.2695,0.31359,0.10809,0.93479,654,0.36318
4.073,0.25143,2.4138,0.23902,64.143,655,0.39806
8.5371,0.60362,0.23294,0.033887,6.0484,656,0.34969
4.3708,0.20632,2.0596,0.48358,523530000.0,657,0.40485
4.0962,0.13384,0.22868,0.047137,2.4109e-08,658,0.31478
6.4759,0.092099,0.45882,0.074231,1.071e-08,659,0.37292
16.258,2.9841,0.3649,0.085944,4.752,660,0.40449
20.043,2.1787,0.19083,0.020132,3.5628e-06,661,0.29619
3.479,0.063248,1.3641,0.34949,2.8219e-07,662,0.37449
3.1685,0.010494,4.0055,0.97336,0.36851,663,0.31526
5.2359,0.76577,2.6024,0.46264,3.3752,664,0.40534
12.703,1.8836,2.5037,0.25579,7.063e-09,665,0.39946
3.1216,0.040961,0.66248,0.32636,0.14827,666,0.36308
16.289,3.0978,0.19646,0.035835,209.14,667,0.44232
10.849,0.66832,0.3111,0.060936,2.6253e-07,668,0.35565
5.3946,0.82771,1.3891,0.83149,212.51,669,0.43055
24.736,0.99257,0.12924,0.0085219,0.37778,670,0.22499
12.471,2.186,0.71127,0.34689,0.00088124,671,0.42333
7.7075,1.0758,3.6318,0.10138,3774600000.0,672,0.4312
8.4343,1.7433,0.20478,0.0053657,0.0003948,673,0.35291
5.0098,0.77669,0.13507,0.0065251,4.6161e-06,674,0.29295
8.0286,0.89865,0.27872,0.031888,0.12875,675,0.36321
5.6219,0.58918,0.43496,0.05399,7935800.0,676,0.43452
18.247,0.95295,2.2986,0.47919,1.7116e-07,677,0.37837
3.7016,0.036135,0.33272,0.074896,5.2905,678,0.35339
3.7319,0.21038,0.21893,0.044754,3.4697,679,0.31769
4.6251,0.21599,0.82792,0.36918,0.92207,680,0.3964
8.8963,2.8577,1.4708,0.48458,0.13036,681,0.37472
6.4217,1.1929,0.27082,0.055513,0.020544,682,0.37285
6.6448,0.60722,3.7384,0.47179,309570.0,683,0.41396
19.049,2.1362,0.45277,0.16913,2017300.0,684,0.43649
3.5066,0.14057,0.26835,0.015487,0.92803,685,0.32335
3.2706,0.019623,5.7455,1.0317,4.0701,686,0.28627
3.7845,0.049823,0.17153,0.013272,0.9934,687,0.27293
9.8849,1.4507,0.84075,0.3553,0.0043775,688,0.42415
12.185,1.943,0.4635,0.097733,0.65915,689,0.41515
7.6613,1.9243,0.25955,0.022739,0.64184,690,0.38489
6.4167,1.0085,0.39245,0.13589,0.41538,691,0.39292
4.0983,0.39501,0.17532,0.021222,0.42212,692,0.30678
24.68,1.0616,0.36151,0.10405,1.2732e-10,693,0.34518
17.63,0.62453,3.2888,0.18775,0.97023,694,0.35664
8.2694,1.7745,0.13384,0.0043784,88.697,695,0.41599
6.7476,0.083228,0.75623,0.21656,0.12942,696,0.38789
4.7345,0.18106,0.22578,0.015941,9.1304e-10,697,0.32238
5.6419,0.71812,2.0318,0.22891,4.0408,698,0.41244
13.198,1.9463,0.1486,0.0008165,0.13432,699,0.29335
13.887,0.34391,1.5118,0.59025,9.5811,700,0.38517
4.4471,0.25353,0.34323,0.032321,1.2647e-06,701,0.36767
4.8557,0.24869,0.35622,0.039001,0.91973,702,0.36905
9.1453,2.2586,0.21286,0.049554,8.3342,703,0.37738
5.6589,0.84674,1.4424,0.64319,0.24286,704,0.42233
16.055,2.0679,0.5536,0.036899,1.909,705,0.41061
4.1,0.37014,1.7396,1.1242,1.9935,706,0.39541
4.58,0.16741,0.94567,0.37729,63814.0,707,0.40606
6.0302,0.45576,8.1829,0.48486,0.0025882,708,0.26884
5.994,0.58329,4.5364,0.34214,6.1244e-07,709,0.34563
13.39,3.4819,0.54169,0.22548,1.6262e-08,710,0.42971
8.4722,1.6588,1.5945,0.73677,1127300.0,711,0.44732
9.3597,0.68388,0.49244,0.071126,1967.5,712,0.42129
8.5659,0.15853,2.806,1.1403,2.0674,713,0.3585
4.1371,0.19874,0.5234,0.16472,0.0013502,714,0.38694
11.469,0.20557,0.25661,0.0029698,603.03,715,0.3939
26.332,1.0519,0.44612,0.12892,0.34851,716,0.36416
3.6502,0.02984,2.7709,0.2878,1.4883e-09,717,0.35161
7.7851,1.1293,2.9339,0.37895,151.3,718,0.42561
3.3617,0.028241,0.15921,0.0068587,422.24,719,0.36387
3.4159,0.13094,1.4602,0.052785,2.1072,720,0.37405
14.383,1.0005,0.29571,0.010126,7.2439,721,0.37895
3.5472,0.10524,0.22085,0.049833,0.62564,722,0.29513
19.05,0.20101,0.24685,0.039686,151980.0,723,0.39475
11.885,2.7503,0.38224,0.07315,40523.0,724,0.46938
28.172,0.14488,0.2802,0.035773,7198800.0,725,0.38106
29.2,0.046977,0.36476,0.092358,0.42394,726,0.31637
19.071,2.9606,1.7109,0.2389,2.4653,727,0.41098
4.2616,0.27624,7.681,0.40851,4.2422,728,0.27748
13.02,1.8101,0.17925,0.028942,0.42445,729,0.31103
16.352,1.7584,0.13447,0.0042467,1.4539e-10,730,0.26947
3.2858,0.086732,0.34366,0.0045814,0.0002572,731,0.343
7.5232,1.4592,0.63274,0.19048,3.9223,732,0.4376
5.7933,0.31532,0.55806,0.13128,3.5018,733,0.39548
18.359,0.63803,2.5979,0.22987,58.496,734,0.38732
17.921,1.7952,0.26117,0.066526,0.20977,735,0.32478
4.2379,0.27502,2.0244,0.45354,5125800000.0,736,0.41186
13.586,1.201,1.2285,0.058763,122430.0,737,0.41998
11.636,1.438,1.1681,0.36945,1.8818,738,0.42191
28.551,0.20576,2.565,0.079235,1.7327,739,0.34644
9.7614,0.23048,0.85152,0.0084677,0.9507,740,0.39345
6.0216,0.23409,0.18372,0.023352,3731900.0,741,0.3969
6.4093,0.13877,0.16221,0.025529,2.8483e-07,742,0.27385
18.334,2.2733,0.37587,0.15983,148670.0,743,0.4302
3.8389,0.062687,0.76454,0.44629,109.73,744,0.38937
20.389,1.9988,0.1299,0.010347,0.0011401,745,0.24762
7.6942,0.91649,4.3185,0.10512,6.6052,746,0.37157
16.65,0.12096,0.19888,0.035699,155.47,747,0.38047
11.923,0.76447,2.5005,0.16034,1.786,748,0.38342
3.9054,0.15014,1.6521,0.43894,2036100000.0,749,0.40195
5.3207,0.19294,0.4802,0.15572,0.0003559,750,0.37639
3.6709,0.16483,1.5998,0.93291,0.14679,751,0.37677
15.322,3.2408,0.40645,0.096375,958050.0,752,0.46474
4.5787,0.34929,0.10355,0.0009699,0.35259,753,0.24148
3.2303,0.052794,0.19412,0.011625,0.68679,754,0.28089
3.2756,0.054272,0.96509,0.66711,0.20655,755,0.32464
4.0032,0.094213,6.0867,1.0356,7.5682,756,0.3027
15.579,0.54182,1.7271,0.46017,4394000.0,757,0.39678
8.0201,0.74851,4.2483,0.018297,0.23166,758,0.35064
9.3618,2.7888,0.65287,0.07028,13984000.0,759,0.46641
5.8482,0.34681,0.81323,0.42727,7.6047e-07,760,0.39634
5.2535,0.89139,3.8207,1.0202,2.2864,761,0.3788
4.0695,0.10366,1.0566,0.057508,130.47,762,0.40163
8.6908,1.5993,0.74322,0.051367,6.537e-09,763,0.44043
4.551,0.32448,2.6399,0.4306,0.00054882,764,0.38201
12.545,3.8565,0.4355,0.071492,257550000.0,765,0.47451
3.4279,0.085261,0.2203,0.052443,5936.3,766,0.38591
7.6697,1.0646,4.1931,0.52561,3.9271e-09,767,0.36489
5.6559,0.13246,0.69527,0.40846,0.10812,768,0.37677
11.71,2.9699,1.3229,0.45552,107790000.0,769,0.37752
13.016,2.1262,3.7853,0.17276,22441.0,770,0.43389
11.593,1.9177,0.24864,0.010401,0.4936,771,0.3661
6.0552,0.4683,3.7576,0.0036745,1.5241e-10,772,0.35887
20.102,1.8913,0.17485,0.022422,723690.0,773,0.41912
8.7914,1.053,0.68587,0.3362,0.30094,774,0.4088
5.5155,0.47952,1.397,0.2053,5.2201,775,0.40418
4.2917,0.052724,1.9421,0.2167,1.3805,776,0.37647
3.8344,0.16419,0.1058,0.0012908,3.6017e-07,777,0.18367
13.499,1.2292,1.4542,0.55471,100250.0,778,0.41956
29.475,0.116,0.36659,0.11431,7.803,779,0.3655
8.3917,0.26488,0.23152,0.046691,1.1034,780,0.31663
25.616,0.20118,0.22731,0.017222,0.56017,781,0.28233
10.319,2.5798,0.21865,0.008953,41703.0,782,0.45449
3.8296,0.060632,3.2618,0.49194,0.17954,783,0.34417
4.9799,0.3734,0.72086,0.32937,1.3818e-07,784,0.40134
9.6089,1.4947,2.713,0.15929,1.515,785,0.40461
4.8131,0.74313,0.24053,0.028952,1.6393e-05,786,0.35661
20.329,1.0098,0.26389,0.018247,49.552,787,0.4052
3.2809,0.056946,3.6742,0.56456,0.32133,788,0.3268
7.6897,1.8684,0.1558,0.0085922,0.30863,789,0.29453
12.07,2.5014,1.0334,0.38135,0.27059,790,0.44202
8.7161,1.1984,0.10409,0.00076903,0.1564,791,0.25631
28.783,0.088079,0.6298,0.02742,1.9977,792,0.37024
4.6292,0.38448,7.5224,0.62597,7.0955e-08,793,0.28215
4.0016,0.17093,6.5737,0.10519,1.1575,794,0.27541
3.4026,0.12301,2.062,0.78625,9.5365,795,0.36948
4.3543,0.19803,4.7156,0.4775,3894.3,796,0.39153
8.7678,0.50604,0.2981,0.10183,2.8818,797,0.34633
8.8022,1.827,0.92247,0.077464,0.055338,798,0.45655
13.728,2.6192,0.30187,0.046119,0.79825,799,0.38488
8.9017,2.0147,0.98713,0.50745,6.3578,800,0.44119
3.451,0.072836,0.72152,0.21555,0.33453,801,0.37289
14.995,3.5701,0.31934,0.01351,2.0656,802,0.40733
3.3298,0.053153,1.6231,0.039622,0.19584,803,0.35191
8.2191,0.15044,0.26346,0.02936,3.2969,804,0.33775
9.3538,1.21,5.2976,0.96893,30101000.0,805,0.42164
3.3494,0.06789,0.28177,0.093265,51160.0,806,0.38835
22.123,2.1903,1.4069,0.23292,112510000.0,807,0.42831
4.9786,0.77046,0.13902,0.013803,2.1129,808,0.29585
3.6833,0.015777,7.883,0.50771,628360.0,809,0.35918
6.1251,1.3419,0.13138,0.0037375,5.5957,810,0.31239
5.1523,0.47604,1.1374,0.91316,4.4738,811,0.39892
6.0135,0.32673,0.45499,0.012931,1.1056,812,0.3872
5.7135,0.13954,4.5,0.064075,0.61914,813,0.32807
4.9543,0.081481,4.1349,1.1503,0.10037,814,0.3294
5.5191,0.085366,7.2177,0.2936,190600000.0,815,0.37464
4.0356,0.12985,4.665,0.032794,1.0345,816,0.31426
5.19,0.14404,8.0769,0.26651,1.2938,817,0.25888
18.784,1.9397,0.19841,0.0081162,13804000.0,818,0.42278
3.1486,0.027869,1.8817,0.26434,4503.1,819,0.36222
19.373,2.3685,0.9529,0.11947,1722200.0,820,0.44913
3.2127,0.067628,0.15717,0.0039298,5902.9,821,0.36707
3.2219,0.034295,1.7291,0.097716,5.6859e-09,822,0.36544
3.2228,0.013777,6.3999,0.73798,2.4709e-08,823,0.26421
8.1406,0.99736,0.13688,0.0042982,13529000.0,824,0.41914
12.952,1.6424,0.24635,0.037867,0.6746,825,0.3522
10.756,1.6787,2.7772,0.24828,2.9811e-10,826,0.39702
7.5086,1.6912,0.10117,0.00015476,4.4198e-08,827,0.26302
7.9869,1.4605,0.91087,0.55565,3.4052e-10,828,0.42781
5.2605,0.087447,2.7153,0.27385,0.10052,829,0.36398
6.025,0.58425,6.4695,0.60801,3713.3,830,0.40354
3.4381,0.10414,3.5637,0.27461,0.56434,831,0.32996
5.747,0.92777,6.5905,0.68699,324920000.0,832,0.42336
3.0517,0.0037823,1.7618,0.66703,2.9182e-07,833,0.36052
9.9526,2.8817,0.27413,0.037307,2.7124,834,0.37012
13.057,2.618,0.17431,0.00026089,5033700000.0,835,0.44319
4.2658,0.33045,2.2674,1.0024,54489000.0,836,0.41443
14.541,1.0481,0.36886,0.0375,1.7211e-10,837,0.3768
12.751,0.11674,0.226,0.040193,0.22972,838,0.3056
10.855,1.222,3.4369,0.29008,8.7024,839,0.39186
13.803,0.7179,0.65339,0.037734,435030.0,840,0.41181
3.3265,0.052539,0.52703,0.12954,44054.0,841,0.39403
20.458,1.7919,0.11949,0.0017748,0.060963,842,0.24009
3.9804,0.15659,3.3959,0.84662,0.30108,843,0.34259
6.6387,1.6744,0.27689,0.0085126,3.4997,844,0.39791
8.3413,0.20216,3.6671,1.0635,0.40005,845,0.3424
8.3419,0.20976,2.3682,0.97841,0.1868,846,0.37083
6.1115,0.42551,3.4915,0.12685,0.00062804,847,0.36283
3.4685,0.0014206,0.12579,0.0087433,4140600000.0,848,0.3624
7.8432,0.18334,8.1806,0.32635,0.24574,849,0.2554
3.4411,0.13018,0.45164,0.15617,0.1064,850,0.3546
13.046,1.3764,0.22536,0.020477,0.15729,851,0.33494
11.987,1.428,0.43788,0.015287,6.147,852,0.41353
15.546,2.748,0.22542,0.032656,111770000.0,853,0.45601
6.9534,1.7,0.12101,0.0029213,4.2031,854,0.29195
24.014,1.0004,0.41486,0.15028,6.6541,855,0.3761
6.2385,1.0181,0.61813,0.26336,0.0067539,856,0.41988
4.7018,0.38725,7.0008,0.33623,0.00092642,857,0.29239
27.0,0.6733,0.27535,0.0019942,0.36883,858,0.3113
26.416,0.27947,0.1872,0.017202,0.11713,859,0.25975
